age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
39;technician;married;secondary;no;1048;no;yes;cellular;21;jul;405;1;-1;0;unknown;no
32;services;single;secondary;no;406;yes;no;unknown;6;may;227;1;-1;0;unknown;no
49;management;married;secondary;no;1623;yes;no;cellular;19;nov;1081;2;-1;0;unknown;yes
52;services;married;secondary;no;381;no;yes;cellular;25;aug;288;12;-1;0;unknown;no
40;technician;married;secondary;no;694;yes;no;cellular;4;feb;97;4;196;5;failure;no
38;unemployed;married;primary;no;1147;yes;yes;unknown;8;may;249;5;-1;0;unknown;no
58;housemaid;married;primary;no;435;yes;no;telephone;28;jul;122;6;-1;0;unknown;no
41;technician;married;secondary;no;0;no;no;cellular;29;aug;141;2;-1;0;unknown;no
55;management;married;unknown;no;559;no;no;cellular;28;jan;271;2;-1;0;unknown;no
47;services;divorced;secondary;no;4906;yes;no;unknown;14;may;389;1;-1;0;unknown;no
43;technician;single;secondary;no;593;yes;no;unknown;5;may;55;1;-1;0;unknown;no
29;services;married;secondary;no;57;yes;no;telephone;21;jul;342;9;-1;0;unknown;no
32;admin.;single;tertiary;no;1583;yes;no;cellular;19;nov;100;1;182;1;failure;no
39;entrepreneur;married;tertiary;no;2;yes;no;cellular;17;nov;180;1;-1;0;unknown;no
48;blue-collar;single;primary;no;316;no;no;unknown;5;jun;560;2;-1;0;unknown;no
44;management;divorced;tertiary;no;0;no;no;cellular;22;aug;54;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;777;yes;no;cellular;6;may;185;3;-1;0;unknown;no
26;admin.;single;secondary;no;321;yes;no;cellular;22;jul;242;7;-1;0;unknown;no
51;self-employed;married;tertiary;no;2007;no;no;unknown;16;jun;1021;1;-1;0;unknown;no
48;management;divorced;tertiary;no;108;yes;no;unknown;27;may;89;2;-1;0;unknown;no
42;management;married;secondary;no;2416;yes;no;unknown;20;may;138;4;-1;0;unknown;no
60;management;married;unknown;no;6313;no;no;unknown;19;jun;39;2;-1;0;unknown;no
61;retired;married;secondary;no;2917;no;no;cellular;6;oct;215;1;-1;0;unknown;yes
34;blue-collar;married;secondary;no;247;yes;yes;unknown;26;may;193;5;-1;0;unknown;no
32;services;single;secondary;no;48;yes;no;cellular;20;apr;8;3;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;595;yes;no;cellular;7;may;245;3;-1;0;unknown;no
31;unemployed;single;secondary;no;-186;yes;no;unknown;26;may;172;3;-1;0;unknown;no
43;unemployed;single;unknown;no;3274;yes;no;cellular;22;may;680;1;95;1;failure;no
34;blue-collar;married;primary;no;455;yes;no;unknown;20;jun;372;3;-1;0;unknown;no
39;entrepreneur;married;unknown;no;98;yes;no;telephone;15;may;59;3;367;1;other;no
51;management;married;tertiary;no;2934;yes;no;cellular;18;nov;727;4;-1;0;unknown;no
58;retired;married;secondary;no;225;no;no;cellular;7;aug;122;6;-1;0;unknown;no
58;retired;married;secondary;no;983;no;no;cellular;5;aug;139;1;-1;0;unknown;no
31;management;single;tertiary;no;12569;no;no;cellular;9;sep;344;1;295;1;failure;yes
35;technician;single;secondary;no;126;no;no;cellular;22;aug;112;2;-1;0;unknown;no
53;technician;married;tertiary;no;6072;no;yes;unknown;16;jun;226;4;-1;0;unknown;no
28;student;single;secondary;no;153;no;no;cellular;23;jul;1124;2;-1;0;unknown;yes
50;entrepreneur;divorced;tertiary;no;1790;no;yes;cellular;6;feb;748;3;-1;0;unknown;no
51;unemployed;married;tertiary;no;1634;yes;no;cellular;22;jul;168;4;-1;0;unknown;no
46;management;married;tertiary;no;1375;yes;no;cellular;17;nov;308;3;-1;0;unknown;no
29;technician;married;secondary;no;0;yes;no;cellular;28;jul;83;6;-1;0;unknown;no
52;services;married;secondary;no;657;no;no;telephone;7;jul;398;2;460;2;failure;yes
37;blue-collar;married;secondary;no;-67;no;no;cellular;2;feb;157;1;-1;0;unknown;no
33;blue-collar;single;secondary;no;142;yes;no;cellular;14;may;123;1;360;3;other;no
58;services;married;primary;no;65;no;no;unknown;27;jun;162;1;-1;0;unknown;no
59;technician;married;primary;no;3163;yes;no;unknown;29;may;240;2;-1;0;unknown;no
36;admin.;married;secondary;no;4280;no;no;unknown;19;jun;227;6;-1;0;unknown;no
37;management;married;tertiary;no;0;no;no;cellular;16;jul;268;2;182;3;success;yes
54;management;divorced;tertiary;no;26306;yes;no;cellular;11;feb;27;1;84;3;failure;no
59;admin.;married;secondary;no;2381;no;no;cellular;30;apr;173;2;-1;0;unknown;no
35;admin.;divorced;tertiary;no;1555;yes;no;unknown;9;may;26;2;-1;0;unknown;no
34;management;single;tertiary;no;84;no;no;cellular;5;feb;231;1;-1;0;unknown;no
27;student;single;secondary;no;671;yes;no;unknown;7;may;332;2;-1;0;unknown;no
55;housemaid;married;primary;no;136;yes;no;unknown;19;jun;15;10;-1;0;unknown;no
38;management;married;tertiary;no;0;yes;no;cellular;13;may;537;5;303;2;failure;no
31;management;married;tertiary;no;2603;yes;no;cellular;11;feb;280;4;-1;0;unknown;yes
34;management;married;tertiary;no;297;yes;no;cellular;26;aug;63;4;-1;0;unknown;no
25;management;single;tertiary;no;553;yes;no;cellular;17;sep;113;4;479;1;failure;no
31;blue-collar;single;primary;no;-502;yes;no;unknown;29;may;76;4;-1;0;unknown;no
40;admin.;single;secondary;no;263;yes;no;unknown;6;may;231;1;-1;0;unknown;no
30;self-employed;single;secondary;no;192;no;no;cellular;22;jul;423;1;-1;0;unknown;no
49;blue-collar;married;primary;no;365;no;no;unknown;26;may;59;2;-1;0;unknown;no
41;management;married;tertiary;no;437;yes;no;unknown;3;jun;14;21;-1;0;unknown;no
36;services;married;secondary;no;-302;yes;no;cellular;13;may;36;2;-1;0;unknown;no
